50386,Elite
57247,Supp
53697,Supp
53631,Elite
53617,Supp
56625,Supp
53495,Supp
53460,Elite
57039,Elite
53318,Supp
57232,Supp
52112,Elite
56039,Supp
59349,Supp
59454,Elite
57442,Elite
51328,Elite
57617,Supp
57862,Supp
52368,Elite
50892,Supp
58038,Supp
59215,Elite
50909,Elite
51454,Elite
55597,Supp
50299,Supp
59913,Supp
58412,Supp
55381,Supp
55695,Supp
58886,Supp
55937,Elite
58106,Elite
52114,Elite
52143,Elite
58372,Elite
58105,Supp
58719,Elite
52307,Elite
51451,Supp
51427,Elite
58742,Supp
51370,Supp
52252,Supp
58612,Elite
58706,Supp
58566,Elite
52094,Elite
51572,Elite
58560,Elite
51650,Supp
51788,Supp
51816,Elite
58266,Supp
57984,Elite
58343,Supp
58356,Elite
51975,Elite
59984,Supp
57471,Elite
52346,Supp
55951,Elite
55221,Elite
55312,Elite
55333,Elite
55378,Supp
55426,Elite
55072,Supp
55468,Elite
54771,Elite
54765,Credit
54687,Elite
54683,Elite
54647,Supp
55891,Supp
54374,Elite
54230,Supp
57611,Supp
56003,Elite
54087,Elite
54035,Elite
53972,Credit
56363,Credit
53731,Supp
56989,Credit
53039,Supp
53002,Supp
52841,Supp
57534,Supp
57567,Elite
57594,Credit
52731,Elite
58755,Elite
55250,Supp
59355,Elite
50190,Supp
59453,Supp
50770,Elite
58800,Elite
50543,Elite
59641,Supp
50951,Elite
50351,Supp
59644,Credit
50289,Elite
59283,Elite
50716,Supp
51268,Elite
59889,Elite
55041,Credit
50520,Elite
56700,Supp
59556,Credit
53516,Elite
56671,Supp
53585,Supp
55196,Elite
53614,Supp
56597,Supp
56782,Elite
53691,Elite
56394,Supp
50376,Credit
56242,Elite
53942,Elite
56214,Credit
50357,Elite
56765,Elite
56797,Elite
50046,Elite
59545,Elite
50711,Supp
52940,Elite
55282,Elite
57425,Credit
52986,Credit
59948,Supp
59479,Elite
57286,Elite
57262,Supp
56841,Elite
53047,Elite
50615,Elite
50604,Elite
57086,Elite
53181,Supp
50593,Supp
50044,Elite
50586,Elite
55149,Supp
54045,Supp
59843,Supp
54097,Elite
54657,Supp
55708,Supp
55458,Elite
50171,Elite
54698,Elite
54712,Supp
54722,Supp
54746,Elite
50157,Credit
55688,Supp
50132,Elite
59833,Supp
55651,Credit
55626,Supp
50107,Credit
54892,Elite
55497,Elite
54628,Elite
55744,Elite
54598,Credit
55998,Elite
54103,Credit
56083,Elite
54124,Credit
56044,Credit
52861,Elite
55340,Supp
59654,Elite
55119,Supp
54537,Supp
59686,Elite
54277,Credit
55910,Credit
54397,Elite
55874,Supp
55848,Supp
54473,Credit
51317,Elite
50589,Elite
52595,Supp
59391,Elite
51636,Credit
52510,Elite
52478,Supp
