58202,Elite
53495,Supp
57495,Supp
58676,Elite
52502,Elite
52653,Supp
58266,Supp
57886,Supp
52326,Supp
56627,Supp
50515,Supp
56731,Supp
58705,Elite
58198,Supp
54457,Supp
52738,Supp
54824,Supp
56175,Supp
50127,Supp
55972,Elite
59928,Elite
55599,Elite
52352,Credit
54564,Supp
52498,Elite
54391,Supp
54562,Supp
52369,Elite
56202,Elite
54473,Elite
52270,Credit
58387,Elite
52269,Credit
56110,Supp
56157,Elite
52219,Credit
54552,Elite
54585,Elite
58091,Credit
53071,Supp
57132,Elite
53433,Elite
56937,Supp
56928,Elite
53353,Elite
53346,Supp
53930,Supp
53242,Supp
53992,Credit
57396,Elite
53163,Supp
57433,Supp
52608,Elite
53027,Supp
56770,Supp
52963,Elite
52900,Supp
57610,Supp
54258,Supp
56533,Credit
56440,Credit
54656,Credit
57995,Credit
58075,Supp
51958,Elite
57003,Elite
59298,Supp
59205,Elite
54924,Supp
59649,Elite
50965,Elite
58846,Supp
58931,Elite
54947,Elite
59073,Supp
59778,Supp
55346,Elite
58525,Elite
55795,Supp
59331,Supp
55277,Supp
59416,Elite
55274,Credit
50366,Supp
55093,Supp
59689,Elite
59617,Supp
55129,Elite
50228,Supp
50968,Supp
50222,Supp
51600,Credit
50125,Supp
51806,Supp
51788,Supp
51754,Elite
58575,Elite
54700,Supp
55654,Credit
50148,Supp
54702,Supp
55169,Elite
51181,Elite
58733,Elite
51525,Supp
58682,Elite
55403,Elite
55643,Elite
55689,Credit
56994,Credit
56986,Elite
56853,Supp
55681,Supp
56953,Elite
56780,Elite
56862,Credit
56851,Elite
55516,Elite
56016,Credit
56715,Elite
56677,Supp
56085,Supp
56096,Supp
57016,Elite
55992,Credit
56171,Elite
55933,Elite
55919,Elite
55890,Elite
55867,Supp
55837,Elite
56240,Credit
56309,Elite
55790,Supp
56404,Elite
55776,Elite
55768,Elite
56518,Elite
55761,Credit
56535,Credit
55709,Credit
56544,Supp
50032,Elite
57639,Elite
57041,Elite
59110,Supp
58841,Elite
58837,Supp
58784,Elite
58751,Credit
58718,Elite
58702,Supp
58695,Elite
58673,Elite
58645,Elite
58638,Elite
58637,Elite
58531,Supp
58505,Elite
58499,Elite
58498,Supp
59013,Elite
59159,Elite
57042,Elite
59293,Elite
59942,Credit
59925,Supp
59921,Elite
59918,Supp
59820,Elite
59733,Supp
59711,Supp
59698,Elite
59693,Elite
59668,Supp
59630,Elite
59623,Credit
59428,Elite
59417,Elite
59411,Supp
58476,Supp
58466,Supp
58447,Elite
58418,Credit
57566,Elite
57549,Supp
57543,Elite
57502,Elite
57488,Supp
57417,Credit
57389,Supp
57387,Elite
57310,Elite
57292,Supp
57269,Elite
57214,Supp
57145,Credit
57142,Elite
57106,Credit
57592,Credit
55427,Elite
57721,Elite
58328,Supp
58388,Credit
58386,Elite
58375,Supp
58367,Credit
58341,Supp
58332,Credit
58276,Elite
57799,Elite
58231,Supp
58216,Supp
58086,Supp
58072,Elite
57971,Elite
57802,Supp
55503,Elite
54863,Supp
55425,Supp
52134,Elite
52110,Credit
52100,Credit
52098,Elite
52073,Credit
52033,Elite
52005,Supp
51996,Credit
51979,Elite
51926,Credit
51907,Elite
51887,Credit
51866,Elite
51772,Supp
51713,Credit
51637,Supp
52111,Supp
52162,Elite
51606,Elite
52180,Elite
52821,Supp
52783,Credit
52782,Elite
55412,Supp
52742,Elite
52741,Credit
52670,Supp
52632,Credit
52618,Credit
52578,Supp
52564,Credit
52536,Elite
52450,Credit
52425,Elite
52378,Credit
51623,Credit
51535,Elite
52837,Elite
50674,Elite
50505,Credit
50498,Supp
50471,Supp
50419,Credit
50381,Credit
50360,Elite
50296,Supp
50276,Elite
50237,Elite
50212,Elite
50195,Elite
50191,Supp
50179,Supp
50142,Elite
50136,Elite
50671,Elite
50759,Credit
51473,Supp
50767,Credit
51357,Elite
51244,Elite
51199,Elite
51168,Elite
51047,Elite
51046,Elite
51013,Supp
51006,Elite
50964,Elite
50932,Credit
50902,Credit
50821,Elite
50803,Credit
50774,Supp
50772,Elite
52831,Supp
52754,Elite
59976,Elite
54231,Credit
54432,Credit
54383,Credit
54379,Credit
54343,Supp
54335,Supp
54297,Credit
52874,Elite
54510,Supp
54133,Elite
55010,Supp
54127,Elite
54112,Supp
54088,Elite
54073,Elite
54469,Elite
54972,Elite
54057,Elite
54892,Supp
54830,Elite
54871,Supp
54791,Credit
54746,Elite
54686,Elite
54673,Supp
54639,Elite
54536,Supp
54611,Elite
54898,Credit
54949,Elite
54551,Supp
54964,Elite
54538,Elite
55066,Supp
55197,Elite
53371,Supp
53996,Supp
53318,Elite
53275,Credit
53237,Credit
53194,Credit
53190,Credit
53186,Elite
53181,Elite
55404,Credit
53068,Credit
53010,Credit
55406,Supp
52964,Credit
55411,Supp
52922,Credit
52893,Supp
55349,Elite
50090,Elite
53402,Supp
53925,Elite
53452,Credit
53464,Elite
53471,Supp
55268,Supp
53641,Supp
53990,Credit
53676,Credit
53418,Elite
53695,Elite
53759,Elite
53817,Supp
53867,Elite
53894,Credit
55615,Elite
50318,Credit
50591,Elite
57587,Elite
50704,Elite
54021,Credit
57694,Credit
52977,Credit
57952,Credit
57969,Credit
52524,Credit
52128,Elite
58520,Credit
50795,Credit
56663,Elite
51507,Credit
50993,Credit
58958,Elite
59066,Credit
50829,Credit
54220,Credit
53385,Credit
51362,Supp
57812,Supp
52366,Supp
59414,Supp
55607,Elite
55608,Supp
51358,Credit
59244,Elite
52202,Supp
53617,Supp
58173,Supp
57899,Supp
57070,Elite
56924,Supp
55038,Supp
55629,Supp
50911,Credit
56929,Elite
59423,Supp
56064,Credit
56964,Supp
58527,Elite
51417,Credit
55858,Credit
59448,Supp
55697,Elite
55211,Supp
52379,Credit
57221,Supp
50583,Elite
52220,Supp
52784,Supp
59883,Supp
59370,Credit
57146,Supp
52293,Elite
59341,Credit
58636,Credit
56126,Supp
55877,Credit
56040,Supp
51029,Supp
57044,Supp
51501,Credit
55463,Credit
56081,Supp
56068,Supp
51402,Supp
53005,Supp
52399,Supp
52426,Supp
56168,Supp
52274,Elite
55207,Supp
55119,Supp
59419,Supp
50916,Supp
57271,Supp
58152,Supp
55428,Supp
55440,Supp
56893,Credit
59478,Supp
52031,Elite
55621,Supp
55293,Elite
57761,Elite
56457,Credit
51295,Credit
59789,Supp
57779,Supp
50904,Supp
57795,Supp
57792,Supp
59316,Supp
54777,Supp
54642,Supp
56204,Supp
58038,Supp
56141,Elite
54819,Supp
54853,Elite
50392,Elite
50832,Supp
51869,Supp
52034,Supp
55590,Credit
56671,Supp
54387,Supp
50903,Supp
51569,Supp
55205,Supp
56446,Supp
55201,Supp
58157,Supp
55415,Credit
58298,Supp
55535,Supp
52237,Elite
51048,Supp
55473,Supp
50588,Supp
54958,Elite
59358,Supp
54472,Credit
51982,Elite
56792,Credit
50457,Elite
54444,Supp
53459,Credit
54643,Supp
50250,Supp
57071,Credit
51742,Credit
52696,Supp
59046,Supp
51921,Supp
51023,Supp
51073,Supp
59633,Supp
58172,Supp
57438,Elite
58920,Elite
53584,Supp
53297,Supp
53257,Credit
52891,Supp
51820,Supp
52157,Credit
52701,Supp
50355,Supp
58588,Supp
53709,Supp
52036,Supp
52242,Supp
59868,Credit
51782,Credit
59893,Supp
53476,Supp
58853,Supp
57904,Elite
53549,Supp
52686,Elite
51098,Supp
59544,Supp
59516,Elite
59755,Elite
52123,Supp
55960,Supp
58421,Supp
51032,Supp
59134,Elite
52002,Supp
58799,Supp
54365,Supp
50512,Credit
53957,Supp
54525,Supp
58035,Credit
58741,Credit
58346,Elite
53937,Supp
58692,Elite
58562,Supp
54060,Supp
52527,Credit
50081,Supp
58470,Elite
58255,Credit
58891,Supp
51992,Credit
58576,Supp
53909,Credit
55636,Supp
51946,Supp
59309,Supp
51661,Supp
51652,Credit
51125,Credit
59167,Credit
56281,Elite
54584,Credit
55763,Supp
56307,Credit
51705,Supp
58182,Supp
56532,Supp
57422,Supp
53679,Credit
57679,Credit
52773,Supp
59024,Credit
58556,Supp
51435,Elite
59050,Credit
58555,Supp
50320,Supp
52814,Supp
52768,Credit
50467,Supp
55948,Supp
52862,Credit
50701,Credit
50059,Elite
51973,Supp
57524,Supp
58237,Supp
51967,Supp
50650,Elite
59206,Supp
51696,Supp
56593,Supp
52216,Supp
53666,Elite
51724,Credit
59381,Supp
59392,Supp
59241,Supp
50119,Credit
58864,Supp
52644,Elite
53864,Elite
52333,Credit
57483,Supp
51640,Supp
58867,Credit
50190,Supp
54001,Elite
52645,Supp
58651,Credit
56417,Credit
56163,Supp
51781,Supp
59870,Supp
54388,Supp
54561,Supp
53131,Supp
59858,Supp
56680,Supp
59855,Supp
50972,Supp
59542,Supp
50297,Credit
54398,Supp
51689,Supp
52625,Credit
56605,Credit
56896,Supp
56100,Supp
55930,Supp
53541,Elite
51514,Credit
56342,Supp
54246,Elite
56618,Supp
56233,Supp
56665,Credit
56693,Credit
56678,Credit
54485,Elite
56193,Elite
57380,Credit
59793,Credit
50542,Supp
56540,Supp
54193,Credit
59739,Credit
56450,Supp
56225,Supp
54598,Supp
56217,Credit
59808,Credit
59039,Credit
54061,Supp
58551,Supp
54815,Credit
58720,Credit
59825,Supp
56452,Credit
56173,Supp
56636,Credit
56733,Elite
59523,Elite
50017,Supp
50730,Elite
54748,Elite
58648,Supp
54944,Supp
50755,Supp
50015,Credit
54682,Supp
50403,Supp
50385,Credit
54712,Supp
59937,Credit
54520,Elite
57245,Supp
55303,Supp
59219,Supp
51931,Supp
51746,Supp
59773,Supp
51900,Supp
57487,Supp
55900,Supp
55044,Supp
59842,Supp
55547,Credit
50442,Elite
55874,Supp
51060,Elite
59113,Supp
59526,Supp
51972,Credit
57982,Elite
58318,Supp
53021,Credit
54669,Supp
57490,Supp
56261,Supp
59932,Elite
57496,Credit
53636,Elite
56584,Supp
56610,Supp
59277,Supp
59112,Supp
54182,Elite
57783,Supp
50469,Credit
59260,Supp
59934,Credit
56523,Credit
53631,Credit
53630,Credit
56933,Credit
58991,Elite
52739,Supp
58241,Elite
59025,Supp
53522,Credit
57585,Credit
53538,Elite
59350,Supp
55493,Supp
58554,Supp
51725,Elite
59092,Elite
51112,Credit
59355,Credit
50402,Supp
57541,Elite
51042,Supp
59393,Credit
53647,Credit
53610,Credit
52322,Credit
52462,Credit
50194,Supp
59462,Supp
50716,Credit
57478,Elite
51083,Supp
52427,Elite
55751,Credit
57938,Elite
57412,Elite
57680,Credit
52451,Elite
59176,Credit
56675,Credit
57381,Elite
57691,Elite
56293,Supp
50035,Elite
56666,Elite
54674,Credit
59941,Supp
57678,Credit
50553,Supp
59522,Elite
54676,Supp
54052,Supp
59181,Elite
50721,Elite
57411,Credit
58585,Supp
50138,Credit
59924,Supp
50568,Supp
52422,Credit
57437,Credit
59075,Supp
59503,Credit
58131,Supp
59551,Elite
52630,Supp
53263,Elite
51610,Supp
57472,Credit
54576,Elite
59321,Supp
59104,Elite
57540,Credit
59300,Supp
50732,Elite
56198,Supp
57537,Elite
56832,Supp
50339,Elite
54036,Supp
50185,Elite
56254,Credit
59913,Elite
57517,Elite
58594,Supp
51502,Elite
56302,Supp
54279,Credit
56424,Supp
59850,Credit
53981,Elite
53561,Credit
56449,Elite
57924,Supp
54606,Supp
51908,Elite
57814,Elite
